Block Name,Cell ID,Cell Type,ids,object_id,stress_rr,stress_rz,stress_tt,stress_zz
block_1,90,9,91,1,138.382,2.15842,164.414,-0.0497904
block_1,91,9,92,1,69.1552,5.13123,82.166,-0.278682
block_1,92,9,93,1,0.0500357,6.12217,0.0500357,-0.6205
block_1,93,9,94,1,-69.0551,5.13123,-82.0659,-0.962318
block_1,94,9,95,1,-138.282,2.15842,-164.314,-1.19121
block_1,95,9,96,1,143.699,2.03744,167.379,-0.0497946
block_1,96,9,97,1,71.8139,4.87338,83.6479,-0.278688
block_1,97,9,98,1,0.0500357,5.81869,0.0500357,-0.6205
block_1,98,9,99,1,-71.7138,4.87338,-83.5478,-0.962312
block_1,99,9,100,1,-143.599,2.03744,-167.278,-1.19121
block_1,100,9,101,1,148.759,1.91585,170.211,-0.0497995
block_1,101,9,102,1,74.3443,4.61584,85.0636,-0.278695
block_1,102,9,103,1,0.0500357,5.51584,0.0500357,-0.6205
block_1,103,9,104,1,-74.2443,4.61584,-84.9635,-0.962305
block_1,104,9,105,1,-148.659,1.91585,-170.111,-1.1912
block_1,105,9,106,1,153.564,1.79353,172.912,-0.0498053
block_1,106,9,107,1,76.7473,4.35868,86.4138,-0.278704
block_1,107,9,108,1,0.0500357,5.21373,0.0500357,-0.6205
block_1,108,9,109,1,-76.6472,4.35868,-86.3138,-0.962296
block_1,109,9,110,1,-153.464,1.79353,-172.812,-1.19119
block_1,110,9,111,1,158.116,1.67034,175.484,-0.0498123
block_1,111,9,112,1,79.0237,4.10197,87.6994,-0.278714
block_1,112,9,113,1,0.0500357,4.91251,0.0500357,-0.6205
block_1,113,9,114,1,-78.9236,4.10197,-87.5993,-0.962286
block_1,114,9,115,1,-158.016,1.67034,-175.384,-1.19119
block_1,115,9,116,1,162.416,1.54609,177.929,-0.0498208
block_1,116,9,117,1,81.1744,3.8458,88.9214,-0.278727
block_1,117,9,118,1,0.0500357,4.61237,0.0500357,-0.6205
block_1,118,9,119,1,-81.0744,3.8458,-88.8213,-0.962273
block_1,119,9,120,1,-162.316,1.54609,-177.829,-1.19118
block_1,120,9,121,1,166.468,1.42054,180.25,-0.0498313
block_1,121,9,122,1,83.2009,3.59029,90.081,-0.278743
block_1,122,9,123,1,0.0500357,4.31354,0.0500357,-0.6205
block_1,123,9,124,1,-83.1009,3.59029,-89.9809,-0.962257
block_1,124,9,125,1,-166.368,1.42054,-180.15,-1.19117
block_1,125,9,126,1,170.274,1.2934,182.449,-0.0498444
block_1,126,9,127,1,85.1047,3.3356,91.1798,-0.278764
block_1,127,9,128,1,0.0500357,4.01634,0.0500357,-0.6205
block_1,128,9,129,1,-85.0046,3.3356,-91.0797,-0.962236
block_1,129,9,130,1,-170.174,1.2934,-182.349,-1.19116
block_1,130,9,131,1,173.837,1.16422,184.531,-0.049861
block_1,131,9,132,1,86.8878,3.08196,92.2196,-0.27879
block_1,132,9,133,1,0.0500357,3.72121,0.0500357,-0.6205
block_1,133,9,134,1,-86.7877,3.08196,-92.1196,-0.96221
block_1,134,9,135,1,-173.737,1.16422,-184.431,-1.19114
block_1,135,9,136,1,177.164,1.03243,186.501,-0.0498825
block_1,136,9,137,1,88.5526,2.82966,93.203,-0.278826
block_1,137,9,138,1,0.0500357,3.42875,0.0500357,-0.6205
block_1,138,9,139,1,-88.4526,2.82966,-93.103,-0.962174
block_1,139,9,140,1,-177.064,1.03243,-186.401,-1.19112
block_1,140,9,141,1,180.26,0.897189,188.365,-0.0499114
block_1,141,9,142,1,90.1027,2.57913,94.1331,-0.278876
block_1,142,9,143,1,0.0500357,3.13979,0.0500357,-0.6205
block_1,143,9,144,1,-90.0026,2.57913,-94.033,-0.962124
block_1,144,9,145,1,-180.16,0.897189,-188.265,-1.19109
block_1,145,9,146,1,183.134,0.757266,190.132,-0.0499503
block_1,146,9,147,1,91.5423,2.33101,95.0139,-0.278948
block_1,147,9,148,1,0.0500357,2.8556,0.0500357,-0.6205
block_1,148,9,149,1,-91.4423,2.33101,-94.9139,-0.962052
block_1,149,9,150,1,-183.034,0.757266,-190.032,-1.19105
block_1,150,9,151,1,185.797,0.610763,191.815,-0.0500084
block_1,151,9,152,1,92.8779,2.08626,95.8513,-0.279055
block_1,152,9,153,1,0.0500357,2.57811,0.0500357,-0.6205
block_1,153,9,154,1,-92.7779,2.08626,-95.7513,-0.961945
block_1,154,9,155,1,-185.697,0.610763,-191.715,-1.19099
block_1,155,9,156,1,188.266,0.454595,193.431,-0.0500862
block_1,156,9,157,1,94.1186,1.84647,96.6532,-0.279255
block_1,157,9,158,1,0.0500357,2.31046,0.0500357,-0.6205
block_1,158,9,159,1,-94.0186,1.84647,-96.5532,-0.961745
block_1,159,9,160,1,-188.166,0.454595,-193.331,-1.19091
block_1,160,9,161,1,190.567,0.283357,195.006,-0.0502961
block_1,161,9,162,1,95.2786,1.61443,97.4314,-0.279544
block_1,162,9,163,1,0.0500357,2.05811,0.0500357,-0.6205
block_1,163,9,164,1,-95.1786,1.61443,-97.3314,-0.961456
block_1,164,9,165,1,-190.467,0.283357,-194.906,-1.1907
block_1,165,9,166,1,192.74,0.0873664,196.585,-0.0497385
block_1,166,9,167,1,96.3811,1.39509,98.204,-0.279578
block_1,167,9,168,1,0.0500357,1.83095,0.0500357,-0.6205
block_1,168,9,169,1,-96.281,1.39509,-98.1039,-0.961422
block_1,169,9,170,1,-192.639,0.0873664,-196.485,-1.19126
block_1,170,9,171,1,194.855,-0.155111,198.243,-0.0533515
block_1,171,9,172,1,97.468,1.20059,98.9994,-0.281309
block_1,172,9,173,1,0.0500357,1.64916,0.0500357,-0.6205
block_1,173,9,174,1,-97.3679,1.20059,-98.8994,-0.959691
block_1,174,9,175,1,-194.755,-0.155111,-198.143,-1.18765
block_1,175,9,176,1,197.048,-0.527525,200.14,-0.0573493
block_1,176,9,177,1,98.6709,1.05767,99.8498,-0.341533
block_1,177,9,178,1,0.0500357,1.62855,0.0500357,-0.6205
block_1,178,9,179,1,-98.5708,1.05767,-99.7497,-0.899467
block_1,179,9,180,1,-196.948,-0.527525,-200.04,-1.18365
block_1,180,9,181,1,199.674,-1.22086,202.719,-0.0397105
block_1,181,9,182,1,100.373,1.17758,100.899,0.0219817
block_1,182,9,183,1,0.0500357,1.7376,0.0500357,-0.6205
block_1,183,9,184,1,-100.273,1.17758,-100.799,-1.26298
block_1,184,9,185,1,-199.574,-1.22086,-202.619,-1.20129
block_1,185,9,186,1,206.743,-1.17372,206.743,1.37444
block_1,186,9,187,1,101.84,0.935787,101.84,1.00572
block_1,187,9,188,1,0.0500357,1.18345,0.0500357,-0.6205
block_1,188,9,189,1,-101.74,0.935787,-101.74,-2.24672
block_1,189,9,190,1,-206.643,-1.17372,-206.643,-2.61544
block_2,0,9,191,2,-0.227036,-0.116592,77.6257,0.119541
block_2,1,9,192,2,-0.380195,0.170438,38.8773,0.0768518
block_2,2,9,193,2,-0.0655029,0.167362,0.300245,0.225018
block_2,3,9,194,2,0.318153,0.00517228,-38.3094,0.179887
block_2,4,9,195,2,0.33817,-0.22638,-77.0546,-0.0170706
block_2,5,9,196,2,-1.79212,0.201458,79.5324,-0.163225
block_2,6,9,197,2,-1.22121,0.408676,39.9849,0.558654
block_2,7,9,198,2,-0.504974,-0.0351683,0.217313,0.267996
block_2,8,9,199,2,0.943002,-0.304209,-39.3561,0.0665782
block_2,9,9,200,2,2.52228,-0.270756,-78.8667,0.00189775
block_2,10,9,201,2,-2.95086,0.985986,82.252,1.71986
block_2,11,9,202,2,-3.26534,-0.546027,40.368,-1.03769
block_2,12,9,203,2,-0.586548,-0.226866,-0.174687,-1.28759
block_2,13,9,204,2,1.84946,-0.0296273,-40.5727,-0.662571
block_2,14,9,205,2,4.86489,-0.183466,-80.8484,-0.0783792
block_2,15,9,206,2,-8.14955,-5.38645,79.938,-13.1681
block_2,16,9,207,2,-0.943743,-0.489076,40.288,-8.98361
block_2,17,9,208,2,1.01015,2.23134,-0.820063,-5.37714
block_2,18,9,209,2,2.47791,2.54095,-42.2392,-2.51071
block_2,19,9,210,2,5.542,1.10324,-83.5482,-0.629475
